follower_id,repo_id,rating
300,1101964,1
300,1137448,1
300,1171664,1
300,1236754,1
300,1240192,1
300,1347607,1
300,1369143,1
300,1370813,1
300,1384111,1
300,1391376,1
300,1403657,1
300,1436639,1
300,1436913,1
300,1441148,1
300,1441148,1
300,1443378,1
300,1444374,1
300,1451782,1
300,1484278,1
300,1489956,1
300,1492459,1
300,1497107,1
300,1497107,1
300,1501050,1
300,1501865,1
300,1518805,1
300,1518805,1
300,1565370,1
300,1610944,1
300,1642758,1
300,1655816,1
300,1781051,1
300,1803244,1
300,1803244,1
300,1844484,1
300,1844484,1
300,1848404,1
300,1852874,1
300,1853865,1
300,1863709,1
300,1871440,1
300,1873743,1
300,1878721,1
300,1901467,1
300,1908936,1
300,1914462,1
300,1931740,1
300,1948275,1
300,1953978,1
300,1953978,1
300,1954822,1
300,1981143,1
300,1996303,1
300,1996303,1
300,2005080,1
300,2005080,1
300,2173423,1
300,2194990,1
300,2209346,1
300,2209346,1
300,2243125,1
300,2243125,1
300,2245358,1
300,2247808,1
300,2248094,1
300,2248223,1
300,2248223,1
300,2255084,1
300,2255084,1
300,2272005,1
300,2282962,1
300,2282962,1
300,2336543,1
300,2377334,1
300,2441852,1
300,2465775,1
300,2465775,1
300,2465775,1
300,2483788,1
300,2483788,1
300,2488944,1
300,2597437,1
300,2597437,1
300,2607669,1
300,2715881,1
300,2750045,1
300,2750045,1
300,2751178,1
300,2834869,1
300,2834869,1
300,2856954,1
300,2867500,1
300,2875341,1
300,2880179,1
300,2886474,1
300,2938203,1
300,2991673,1
300,2993357,1
300,3033934,1
300,3039622,1
300,3048245,1
300,3106776,1
300,3109990,1
300,3115675,1
300,3155733,1
300,3172325,1
300,3177539,1
300,3187151,1
300,3191770,1
300,3198447,1
300,3198447,1
300,3215339,1
300,3215377,1
300,3215377,1
300,3224450,1
300,3229461,1
300,3229792,1
300,3231134,1
300,3231134,1
300,3244489,1
300,3244489,1
300,3247280,1
300,3251059,1
300,3268664,1
300,3281771,1
300,3281773,1
300,3285289,1
300,3285289,1
300,3301605,1
300,3301605,1
300,3304798,1
300,3304798,1
300,3305038,1
300,3313898,1
300,3317791,1
300,3325134,1
300,3325134,1
300,3353345,1
300,3449877,1
300,3460083,1
300,3484919,1
300,3493179,1
300,3493179,1
300,3520535,1
300,3520828,1
300,3531644,1
300,3560196,1
300,3570007,1
300,3570007,1
300,3654127,1
300,3664686,1
300,3680430,1
300,3691791,1
300,3704162,1
300,3715688,1
300,3715688,1
300,3747003,1
300,3747003,1
300,3808299,1
300,3843790,1
300,3857261,1
300,3868339,1
300,3868339,1
300,3873891,1
300,3875205,1
300,3883885,1
300,3896191,1
300,3932045,1
300,3943777,1
300,3967757,1
300,3985917,1
300,3999104,1
300,4004190,1
300,4004190,1
300,4022720,1
300,4051779,1
300,4052156,1
300,4052156,1
300,4065558,1
300,4069633,1
300,4077930,1
300,4088952,1
300,4110965,1
300,4110965,1
300,4121455,1
300,4159786,1
300,4181911,1
300,4202389,1
300,4238966,1
300,4239601,1
300,4239601,1
300,4323460,1
300,4379781,1
300,4487568,1
300,4487568,1
300,4497177,1
300,4497177,1
300,4570294,1
300,4570294,1
300,4578676,1
300,4590071,1
300,4590071,1
300,4590071,1
300,4590976,1
300,4593860,1
300,4651662,1
300,4656732,1
300,4715542,1
300,4751038,1
300,4775331,1
300,4803854,1
300,4803854,1
300,4841624,1
300,4846184,1
300,4875370,1
300,4888417,1
300,4888521,1
300,4890427,1
300,4896513,1
300,4902464,1
300,4922995,1
300,5031355,1
300,5055057,1
300,5059390,1
300,5059390,1
300,5162948,1
300,5217073,1
300,5242241,1
300,5307356,1
300,5307672,1
300,5348943,1
300,5417587,1
300,5457365,1
300,5527379,1
300,5533431,1
300,5533431,1
301,34,1
301,168,1
301,168,1
301,561,1
301,561,1
301,1041,1
301,1107,1
301,1107,1
301,1182,1
301,1182,1
301,1337,1
301,1337,1
301,1372,1
301,1372,1
301,1372,1
301,1449,1
301,1648,1
301,1648,1
301,1648,1
301,1648,1
301,1648,1
301,1648,1
301,1648,1
301,1648,1
301,1648,1
301,1648,1
301,1648,1
301,1648,1
301,1648,1
301,1648,1
301,1832,1
301,2248,1
301,2335,1
301,2335,1
301,2422,1
301,2864,1
301,2864,1
301,2864,1
301,2864,1
301,2864,1
301,3543,1
301,3711,1
301,3798,1
301,3798,1
301,3798,1
301,3837,1
301,3894,1
301,4095,1
301,4095,1
301,4095,1
301,4101,1
301,4101,1
301,4101,1
301,4101,1
301,4101,1
301,4135,1
301,4135,1
301,4135,1
301,4135,1
301,4135,1
301,4135,1
301,4135,1
301,4135,1
301,4135,1
301,4135,1
301,4135,1
301,4405,1
301,4405,1
301,4405,1
301,4405,1
301,4405,1
301,4563,1
301,5005,1
301,5154,1
301,5692,1
301,6830,1
301,6957,1
301,7270,1
301,7270,1
301,7669,1
301,7699,1
301,8248,1
301,8248,1
301,8304,1
301,9150,1
301,9150,1
301,9150,1
301,9257,1
301,9297,1
301,9851,1
301,9851,1
301,9851,1
301,9851,1
301,10045,1
301,10045,1
301,10045,1
301,10045,1
301,10045,1
301,11315,1
301,11315,1
301,11856,1
301,12114,1
301,12558,1
301,13511,1
301,13511,1
301,13511,1
301,13511,1
301,13511,1
301,13511,1
301,13511,1
301,13580,1
301,13721,1
301,14128,1
301,14814,1
301,14814,1
301,15618,1
301,15618,1
301,15671,1
301,15684,1
301,15842,1
301,16563,1
301,16716,1
301,17049,1
301,17049,1
301,17113,1
301,17628,1
301,17673,1
301,17673,1
301,17673,1
301,17971,1
301,17971,1
301,17971,1
301,17971,1
301,19355,1
301,19549,1
301,19549,1
301,20109,1
301,20443,1
301,20443,1
301,21901,1
301,22358,1
301,22964,1
301,23282,1
301,23282,1
301,23626,1
301,24114,1
301,24114,1
301,24846,1
301,25213,1
301,25213,1
301,25213,1
301,25213,1
301,25295,1
301,25295,1
301,25295,1
301,25295,1
301,25334,1
301,25452,1
301,25452,1
301,25452,1
301,25537,1
301,27188,1
301,27224,1
301,28053,1
301,30242,1
301,32159,1
301,32725,1
301,33018,1
301,33156,1
301,34802,1
301,35599,1
301,35731,1
301,35846,1
301,35985,1
301,36369,1
301,37503,1
301,39203,1
301,39330,1
301,39330,1
301,39371,1
301,40774,1
301,40774,1
301,40774,1
301,40774,1
301,40774,1
301,40819,1
301,41037,1
301,42025,1
301,42757,1
301,43097,1
301,43097,1
301,43219,1
301,43603,1
301,43820,1
301,43895,1
301,44439,1
301,44939,1
301,47302,1
301,47497,1
301,47702,1
301,47702,1
301,48805,1
301,49107,1
301,49298,1
301,51339,1
301,54146,1
301,54146,1
301,54403,1
301,55703,1
301,56078,1
301,56596,1
301,57197,1
301,58557,1
301,59363,1
301,59648,1
301,59932,1
301,59932,1
301,59932,1
301,59932,1
301,60595,1
301,60595,1
301,60706,1
301,62693,1
301,62969,1
301,63115,1
301,63117,1
301,63355,1
301,63355,1
301,63948,1
301,64171,1
301,65307,1
301,66412,1
301,67424,1
301,68164,1
301,68256,1
301,71105,1
301,74902,1
301,74981,1
301,75695,1
301,75736,1
301,76769,1
301,81565,1
301,82731,1
301,82943,1
301,85313,1
301,85464,1
301,86955,1
301,91142,1
301,91547,1
301,91547,1
301,91547,1
301,91547,1
301,91547,1
301,93643,1
301,94658,1
301,94658,1
301,94807,1
301,94807,1
301,97497,1
301,97887,1
301,100979,1
301,105135,1
301,106815,1
301,106815,1
301,107127,1
301,108255,1
301,113075,1
301,113075,1
301,113109,1
301,114289,1
301,117451,1
301,117783,1
301,120322,1
301,120560,1
301,120690,1
301,123493,1
301,125766,1
301,127092,1
301,130778,1
301,131276,1
301,131385,1
301,131532,1
301,132161,1
301,133905,1
301,133905,1
301,134844,1
301,134925,1
301,134925,1
301,136399,1
301,136703,1
301,138286,1
301,139548,1
301,144978,1
301,151032,1
301,151032,1
301,151042,1
301,156892,1
301,156892,1
301,157546,1
301,159423,1
301,160235,1
301,162119,1
301,162119,1
301,163698,1
301,163918,1
301,168027,1
301,171734,1
301,171734,1
301,185702,1
301,189123,1
301,190617,1
301,193336,1
301,195242,1
301,206520,1
301,210311,1
301,212750,1
301,234680,1
301,248135,1
301,248135,1
301,249888,1
301,251298,1
301,257357,1
301,259112,1
301,264550,1
301,274068,1
301,294337,1
301,294337,1
301,294337,1
301,297089,1
301,310903,1
301,320285,1
301,328417,1
301,328815,1
301,328815,1
301,332854,1
301,333254,1
301,333254,1
301,344870,1
301,369054,1
301,369586,1
301,374970,1
301,378566,1
301,378566,1
301,385524,1
301,392972,1
301,392972,1
301,392972,1
301,402925,1
301,412639,1
301,415654,1
301,417980,1
301,433380,1
301,433380,1
301,454562,1
301,484623,1
301,490432,1
301,490432,1
301,505641,1
301,505641,1
301,510361,1
301,517613,1
301,523825,1
301,524432,1
301,525130,1
301,542846,1
301,542846,1
301,584684,1
301,584684,1
301,585862,1
301,587748,1
301,613838,1
301,647783,1
301,649154,1
301,659240,1
301,665188,1
301,687210,1
301,689017,1
301,694352,1
301,701531,1
301,704906,1
301,722298,1
301,727928,1
301,751959,1
301,754137,1
301,754137,1
301,759459,1
301,767985,1
301,770244,1
301,798739,1
301,805554,1
301,810625,1
301,814014,1
301,818257,1
301,827204,1
301,836990,1
301,849714,1
301,857627,1
301,871885,1
301,891654,1
301,925727,1
301,930915,1
301,958399,1
301,989106,1
301,1002809,1
301,1003738,1
301,1007616,1
301,1011181,1
301,1018563,1
301,1083349,1
301,1085683,1
301,1103163,1
301,1137448,1
301,1137448,1
301,1215417,1
301,1215417,1
301,1337659,1
301,1352203,1
301,1366147,1
301,1367228,1
301,1367228,1
301,1368986,1
301,1370063,1
301,1403657,1
301,1432180,1
301,1436639,1
301,1441148,1
301,1447294,1
301,1447508,1
301,1447508,1
301,1447508,1
301,1457947,1
301,1492912,1
301,1531381,1
301,1565370,1
301,1586098,1
301,1618922,1
301,1642758,1
301,1642758,1
301,1642758,1
301,1707756,1
301,1721408,1
301,1751961,1
301,1803244,1
301,1803244,1
301,1803245,1
301,1803245,1
301,1842291,1
301,1863709,1
301,1878721,1
301,1901467,1
301,1903112,1
301,1907206,1
301,1914462,1
301,1928426,1
301,1928426,1
301,1953978,1
301,1953978,1
301,1953978,1
301,1953978,1
301,1953978,1
301,1953978,1
301,1953978,1
301,2001876,1
301,2005080,1
301,2005080,1
301,2167343,1
301,2220391,1
301,2247808,1
301,2247808,1
301,2248094,1
301,2248223,1
301,2255016,1
301,2261724,1
301,2365150,1
301,2400768,1
301,2465775,1
301,2465775,1
301,2474622,1
301,2483788,1
301,2715881,1
301,2715881,1
301,2715881,1
301,2715881,1
301,2715881,1
301,2717261,1
301,2730534,1
301,2743726,1
301,2749281,1
301,2801629,1
301,2801629,1
301,2993357,1
301,3015668,1
301,3029172,1
301,3070489,1
301,3104844,1
301,3109990,1
301,3142087,1
301,3155733,1
301,3177438,1
301,3181854,1
301,3182773,1
301,3198447,1
301,3208278,1
301,3231134,1
301,3244489,1
301,3244489,1
301,3247280,1
301,3251059,1
301,3257692,1
301,3281773,1
301,3285289,1
301,3290625,1
301,3304798,1
301,3304798,1
301,3375932,1
301,3505100,1
301,3520535,1
301,3600395,1
301,3645926,1
301,3690829,1
301,3706470,1
301,3760191,1
301,3829792,1
301,3861142,1
301,3869905,1
301,3918618,1
301,3933407,1
301,3967757,1
301,3992621,1
301,4051779,1
301,4052156,1
301,4065558,1
301,4159786,1
301,4256015,1
301,4413566,1
301,4415866,1
301,4487568,1
301,4487568,1
301,4497177,1
301,4578676,1
301,4593133,1
301,4639973,1
301,4715542,1
301,4751038,1
301,4751038,1
301,4846184,1
301,4847384,1
301,4875370,1
301,4896513,1
301,5001971,1
301,5025980,1
301,5045828,1
301,5055057,1
301,5059390,1
301,5242241,1
301,5441669,1
301,5457365,1
301,5533431,1
301,5533431,1
301,5533431,1
301,5536305,1
301,5647089,1
304,190,1
304,937,1
304,1004,1
304,1085,1
304,1085,1
304,1107,1
304,1182,1
304,1226,1
304,1226,1
304,1372,1
304,1490,1
304,1648,1
304,2281,1
304,3816,1
304,3894,1
304,4010,1
304,4135,1
304,4322,1
304,5354,1
304,5640,1
304,6075,1
304,6413,1
304,6578,1
304,6830,1
304,7575,1
304,7608,1
304,7608,1
304,7669,1
304,7933,1
304,8248,1
304,8304,1
304,9150,1
304,9257,1
304,9705,1
304,9705,1
304,9826,1
304,10045,1
304,11337,1
304,11423,1
304,12010,1
304,12253,1
304,12558,1
304,13227,1
304,13511,1
304,14037,1
304,15884,1
304,16137,1
304,17827,1
304,18353,1
304,18475,1
304,19106,1
304,19117,1
304,22847,1
304,22920,1
304,24846,1
304,25122,1
304,25213,1
304,25334,1
304,25452,1
304,26624,1
304,26688,1
304,28053,1
304,29356,1
304,30738,1
304,32898,1
304,34731,1
304,37144,1
304,39330,1
304,40774,1
304,40840,1
304,44142,1
304,47497,1
304,51900,1
304,53548,1
304,57656,1
304,63355,1
304,63894,1
304,64762,1
304,66658,1
304,71166,1
304,73636,1
304,78730,1
304,80569,1
304,85313,1
304,88295,1
304,88333,1
304,89745,1
304,94658,1
304,105342,1
304,113095,1
304,116482,1
304,122348,1
304,122703,1
304,123472,1
304,124468,1
304,134138,1
304,135606,1
304,136210,1
304,136399,1
304,139156,1
304,142508,1
304,145663,1
304,146624,1
304,149259,1
304,149451,1
304,157099,1
304,158477,1
304,161804,1
304,182243,1
304,185439,1
304,185861,1
304,189389,1
304,194236,1
304,210217,1
304,210472,1
304,221240,1
304,222872,1
304,229939,1
304,233243,1
304,244086,1
304,250736,1
304,271815,1
304,307891,1
304,311063,1
304,370922,1
304,379111,1
304,407264,1
304,418572,1
304,433380,1
304,470408,1
304,509872,1
304,510481,1
304,529037,1
304,555255,1
304,562063,1
304,562706,1
304,601526,1
304,677133,1
304,771236,1
304,790225,1
304,806438,1
304,859206,1
304,895773,1
304,932477,1
304,940351,1
304,971215,1
304,972691,1
304,1000310,1
304,1018366,1
304,1025871,1
304,1086016,1
304,1137448,1
304,1258996,1
304,1267193,1
304,1323989,1
304,1361208,1
304,1478684,1
304,1486684,1
304,1505466,1
304,1630492,1
304,1631059,1
304,1662951,1
304,1675710,1
304,1686815,1
304,1803244,1
304,1863709,1
304,1902314,1
304,1916070,1
304,1928426,1
304,1966700,1
304,1999501,1
304,2079462,1
304,2221043,1
304,2250357,1
304,2283104,1
304,2312810,1
304,2384444,1
304,2489395,1
304,2715881,1
304,2867719,1
304,3074204,1
304,3144203,1
304,3251059,1
304,3285289,1
304,3314651,1
304,3379634,1
304,3449918,1
304,3455172,1
304,3474004,1
304,3496688,1
304,3524520,1
304,3525259,1
304,3540281,1
304,3562120,1
304,3589014,1
304,3600596,1
304,3669114,1
304,3788005,1
304,3791027,1
304,4110965,1
304,4192826,1
304,4202743,1
304,4293914,1
304,4295507,1
304,4432068,1
304,4593133,1
304,4696671,1
304,4730039,1
304,4769246,1
304,4846184,1
304,4902464,1
304,4904334,1
304,4915540,1
304,5226058,1
304,5319721,1
304,5568769,1
304,5606373,1
314,19,1
314,109,1
314,193,1
314,208,1
314,390,1
314,390,1
314,390,1
314,1043,1
314,1085,1
314,1085,1
314,1142,1
314,1142,1
314,1199,1
314,1226,1
314,1226,1
314,1226,1
314,1318,1
314,1318,1
314,1386,1
314,1490,1
314,1919,1
314,2202,1
314,2202,1
314,3554,1
314,3816,1
314,3894,1
314,4553,1
314,4742,1
314,5167,1
314,5167,1
314,5184,1
314,5184,1
314,5626,1
314,5626,1
314,5874,1
314,6205,1
314,6223,1
314,6606,1
314,6606,1
314,6606,1
314,6606,1
314,6606,1
314,7317,1
314,7567,1
314,7567,1
314,7608,1
314,7799,1
314,8975,1
314,10735,1
314,10735,1
314,10745,1
314,12049,1
314,12049,1
314,12605,1
314,12831,1
314,13816,1
314,14448,1
314,15220,1
314,15747,1
314,16264,1
314,19375,1
314,19876,1
314,20914,1
314,21141,1
314,22791,1
314,22791,1
314,22841,1
314,22841,1
314,22841,1
314,23392,1
314,23606,1
314,23606,1
314,24177,1
314,24617,1
314,24728,1
314,24728,1
314,25011,1
314,25011,1
314,25546,1
314,25683,1
314,25765,1
314,27329,1
314,27415,1
314,28304,1
314,29253,1
314,29527,1
314,30420,1
314,30590,1
314,33703,1
314,34359,1
314,34507,1
314,35599,1
314,35599,1
314,37144,1
314,37168,1
314,38037,1
314,38176,1
314,38351,1
314,38606,1
314,39569,1
314,40729,1
314,41031,1
314,41031,1
314,42701,1
314,42745,1
314,42745,1
314,42745,1
314,42745,1
314,44187,1
314,44670,1
314,44756,1
314,49237,1
314,50875,1
314,51079,1
314,51856,1
314,56840,1
314,58495,1
314,58673,1
314,59251,1
314,59251,1
314,59386,1
314,59610,1
314,60228,1
314,62741,1
314,63023,1
314,64331,1
314,64514,1
314,65838,1
314,71326,1
314,73128,1
314,74212,1
314,75343,1
314,76065,1
314,76384,1
314,78029,1
314,84290,1
314,86702,1
314,88123,1
314,107595,1
314,115787,1
314,119080,1
314,124014,1
314,126411,1
314,127127,1
314,130378,1
314,141986,1
314,150364,1
314,150364,1
314,150877,1
314,152564,1
314,153788,1
314,153959,1
314,159122,1
314,159939,1
314,166815,1
314,170067,1
314,171727,1
314,176272,1
314,180224,1
314,181526,1
314,181634,1
314,186307,1
314,192661,1
314,198535,1
314,203518,1
314,204847,1
314,206214,1
314,214835,1
314,215335,1
314,220781,1
314,222021,1
314,226156,1
314,237531,1
314,259669,1
314,263730,1
314,266010,1
314,276653,1
314,283507,1
314,290271,1
314,293205,1
314,318259,1
314,319466,1
314,350961,1
314,360040,1
314,382217,1
314,383279,1
314,395523,1
314,399171,1
314,405119,1
314,427414,1
314,427414,1
314,471506,1
314,500265,1
314,503013,1
314,503140,1
314,503140,1
314,505325,1
314,507543,1
314,521510,1
314,523136,1
314,523171,1
314,540799,1
314,554714,1
314,599802,1
314,615550,1
314,622475,1
314,635493,1
314,643980,1
314,648996,1
314,648996,1
314,648996,1
314,680717,1
314,681798,1
314,688424,1
314,719813,1
314,732556,1
314,737516,1
314,744185,1
314,753557,1
314,772761,1
314,789226,1
314,862756,1
314,899644,1
314,899652,1
314,983258,1
314,987066,1
314,1014338,1
314,1020224,1
314,1165160,1
314,1390800,1
314,1396112,1
314,1404406,1
314,1408578,1
314,1413285,1
314,1451393,1
314,1455919,1
314,1467916,1
314,1497060,1
314,1528515,1
314,1530881,1
314,1807121,1
314,1826334,1
314,1842600,1
314,1866671,1
314,1866671,1
314,1900052,1
314,1902314,1
314,1909362,1
314,1927995,1
314,1927995,1
314,1938557,1
314,1939557,1
314,1952329,1
314,1964326,1
314,2223036,1
314,2244860,1
314,2244860,1
314,2248207,1
314,2258452,1
314,2260567,1
314,2450450,1
314,2715267,1
314,2721262,1
314,2782663,1
314,3023021,1
314,3080766,1
314,3114005,1
314,3131541,1
314,3166256,1
314,3218188,1
314,3219241,1
314,3219241,1
314,3405818,1
314,3456819,1
314,3467285,1
314,3584011,1
314,3690086,1
314,3765625,1
314,3827936,1
314,3919745,1
314,3996448,1
314,4073300,1
314,4188113,1
314,4378276,1
314,4396428,1
314,4480174,1
314,4483183,1
314,5012433,1
314,5351931,1
314,5592790,1
314,5625903,1
317,340,1
317,390,1
317,966,1
317,1085,1
317,1085,1
317,1173,1
317,1226,1
317,1278,1
317,1713,1
317,2024,1
317,2457,1
317,3189,1
317,3894,1
317,4101,1
317,4553,1
317,5049,1
317,5167,1
317,5455,1
317,5626,1
317,6456,1
317,6489,1
317,6606,1
317,6606,1
317,7770,1
317,7799,1
317,10045,1
317,10437,1
317,10502,1
317,10913,1
317,11820,1
317,12343,1
317,12558,1
317,12831,1
317,13341,1
317,13511,1
317,15870,1
317,19273,1
317,22167,1
317,22791,1
317,23392,1
317,23435,1
317,24558,1
317,24617,1
317,25197,1
317,25436,1
317,29527,1
317,29757,1
317,32246,1
317,34117,1
317,35261,1
317,35648,1
317,35985,1
317,36698,1
317,37727,1
317,38037,1
317,38351,1
317,39735,1
317,40745,1
317,41031,1
317,41119,1
317,41119,1
317,41217,1
317,42072,1
317,50123,1
317,50875,1
317,53758,1
317,55219,1
317,56053,1
317,71128,1
317,71128,1
317,74212,1
317,82258,1
317,88184,1
317,102385,1
317,112009,1
317,112701,1
317,121249,1
317,126411,1
317,128030,1
317,136224,1
317,137143,1
317,147236,1
317,149843,1
317,152827,1
317,170728,1
