follower_id,repo_id,rating
1,489,1
1,608,1
1,5413,1
1,9618,1
1,11124,1
1,11789,1
1,15305,1
1,19193,1
1,20429,1
1,34730,1
1,38823,1
1,39243,1
1,41498,1
1,42347,1
1,52425,1
1,60349,1
1,72497,1
1,74203,1
1,85855,1
1,96297,1
1,114610,1
1,117953,1
1,123469,1
1,132020,1
1,140877,1
1,150761,1
1,162696,1
1,189865,1
1,201450,1
1,480512,1
1,523551,1
1,710804,1
1,904158,1
1,984566,1
1,1292993,1
1,1448886,1
1,1485360,1
1,1602785,1
47,118,1
47,118,1
47,231,1
47,231,1
47,231,1
47,231,1
47,288,1
47,411,1
47,608,1
47,1036,1
47,1229,1
47,1229,1
47,1229,1
47,1298,1
47,1301,1
47,1334,1
47,1334,1
47,1334,1
47,1678,1
47,1678,1
47,1707,1
47,1707,1
47,1707,1
47,2244,1
47,2420,1
47,2438,1
47,2719,1
47,2812,1
47,2975,1
47,3200,1
47,3231,1
47,3231,1
47,3440,1
47,3440,1
47,3440,1
47,3510,1
47,3623,1
47,3623,1
47,3631,1
47,3633,1
47,3671,1
47,4021,1
47,4021,1
47,4021,1
47,4021,1
47,4021,1
47,4021,1
47,4376,1
47,4739,1
47,5191,1
47,5209,1
47,5209,1
47,5245,1
47,5273,1
47,5464,1
47,5537,1
47,5931,1
47,6126,1
47,6126,1
47,6149,1
47,6531,1
47,6531,1
47,6531,1
47,6536,1
47,6875,1
47,6883,1
47,7309,1
47,7345,1
47,8021,1
47,8310,1
47,8896,1
47,8967,1
47,9010,1
47,9259,1
47,10266,1
47,10662,1
47,10756,1
47,10972,1
47,10972,1
47,11493,1
47,11493,1
47,11601,1
47,12258,1
47,12302,1
47,12337,1
47,12571,1
47,12665,1
47,12747,1
47,12747,1
47,12885,1
47,13522,1
47,13762,1
47,13762,1
47,14915,1
47,14915,1
47,14915,1
47,15756,1
47,15835,1
47,15841,1
47,16037,1
47,16100,1
47,16166,1
47,16444,1
47,16462,1
47,16462,1
47,16562,1
47,16607,1
47,16607,1
47,16729,1
47,16922,1
47,17589,1
47,18234,1
47,18234,1
47,18358,1
47,18571,1
47,18713,1
47,18742,1
47,18825,1
47,19194,1
47,19550,1
47,19550,1
47,19550,1
47,19550,1
47,19550,1
47,19550,1
47,19860,1
47,20890,1
47,20890,1
47,20921,1
47,21168,1
47,21274,1
47,21822,1
47,22019,1
47,22019,1
47,22019,1
47,22528,1
47,23030,1
47,23030,1
47,23250,1
47,23370,1
47,23623,1
47,23834,1
47,24222,1
47,24397,1
47,24397,1
47,24650,1
47,24738,1
47,24760,1
47,24760,1
47,24797,1
47,24889,1
47,25054,1
47,25725,1
47,25725,1
47,25725,1
47,25725,1
47,25725,1
47,26369,1
47,26417,1
47,26779,1
47,27028,1
47,27028,1
47,27028,1
47,27028,1
47,27028,1
47,27502,1
47,27859,1
47,28014,1
47,28069,1
47,29536,1
47,29938,1
47,30005,1
47,30278,1
47,30295,1
47,30621,1
47,30928,1
47,31678,1
47,32557,1
47,33354,1
47,33452,1
47,33626,1
47,33656,1
47,34125,1
47,34337,1
47,34337,1
47,34444,1
47,34444,1
47,34451,1
47,34995,1
47,34995,1
47,35665,1
47,35872,1
47,36023,1
47,36023,1
47,36023,1
47,36023,1
47,36023,1
47,37355,1
47,37688,1
47,38274,1
47,39165,1
47,39243,1
47,39249,1
47,39721,1
47,39835,1
47,39835,1
47,40123,1
47,40123,1
47,40123,1
47,40850,1
47,41328,1
47,41469,1
47,42011,1
47,42738,1
47,43029,1
47,43173,1
47,44202,1
47,44280,1
47,44621,1
47,44636,1
47,45480,1
47,45837,1
47,47030,1
47,47174,1
47,47348,1
47,47990,1
47,48679,1
47,48679,1
47,48679,1
47,48901,1
47,52948,1
47,54351,1
47,55557,1
47,55557,1
47,55557,1
47,55557,1
47,56155,1
47,56711,1
47,57054,1
47,57232,1
47,57232,1
47,57232,1
47,57232,1
47,57232,1
47,58590,1
47,58590,1
47,58590,1
47,59122,1
47,59177,1
47,59177,1
47,59177,1
47,59177,1
47,59177,1
47,59693,1
47,59693,1
47,60542,1
47,63828,1
47,64911,1
47,65016,1
47,65165,1
47,65223,1
47,66089,1
47,66686,1
47,66686,1
47,70408,1
47,72172,1
47,75037,1
47,81338,1
47,81584,1
47,83045,1
47,83124,1
47,85102,1
47,85424,1
47,85805,1
47,85805,1
47,85855,1
47,86747,1
47,87135,1
47,87135,1
47,87526,1
47,87950,1
47,87983,1
47,93201,1
47,98903,1
47,98903,1
47,99988,1
47,103698,1
47,105156,1
47,106370,1
47,107250,1
47,107452,1
47,108635,1
47,110956,1
47,112088,1
47,112088,1
47,112273,1
47,115817,1
47,117286,1
47,117953,1
47,118022,1
47,119078,1
47,119224,1
47,119561,1
47,119799,1
47,120261,1
47,120794,1
47,120794,1
47,121026,1
47,122403,1
47,122403,1
47,123692,1
47,125994,1
47,126778,1
47,127959,1
47,127959,1
47,130533,1
47,130660,1
47,130660,1
47,130795,1
47,130795,1
47,132539,1
