follower_id,repo_id,rating,,
366,31871,1,,
366,32981,1,,
366,33912,1,,
366,35855,1,,
366,37334,1,,
366,39656,1,,
366,46858,1,,
366,47183,1,,
366,47283,1,,
366,49303,1,,
366,56688,1,,
366,59505,1,,
366,59589,1,,
366,61030,1,,
366,62931,1,,
366,64077,1,,
366,72332,1,,
366,82464,1,,
366,85043,1,,
366,86004,1,,
366,93061,1,,
366,93821,1,,
366,95429,1,,
366,126037,1,,
366,159588,1,,
366,161094,1,,
366,161099,1,,
366,167509,1,,
366,178518,1,,
366,178912,1,,
366,193050,1,,
366,194063,1,,
366,247255,1,,
366,286251,1,,
366,314531,1,,
366,337765,1,,
366,356129,1,,
366,431455,1,,
366,560597,1,,
366,577097,1,,
366,633914,1,,
366,698368,1,,
366,757991,1,,
366,769327,1,,
366,786018,1,,
366,847043,1,,
366,884142,1,,
366,968109,1,,
366,973401,1,,
366,977560,1,,
366,1002270,1,,
366,1254131,1,,
366,1311772,1,,
366,1358970,1,,
366,1393355,1,,
366,1397104,1,,
366,1410813,1,,
366,1433463,1,,
366,1749436,1,,
366,1770735,1,,
366,1803126,1,,
366,1810582,1,,
366,1868571,1,,
366,1873413,1,,
366,2253114,1,,
366,2282262,1,,
366,2381789,1,,
366,2475948,1,,
366,2565817,1,,
366,3267337,1,,
366,3449973,1,,
366,3493720,1,,
366,5539640,1,,
370,10,1,,
370,94,1,,
370,1934,1,,
370,14342,1,,
370,14877,1,,
370,20350,1,,
370,21037,1,,
370,25991,1,,
370,34934,1,,
370,48530,1,,
370,57216,1,,
370,71294,1,,
370,85740,1,,
370,147157,1,,
370,270812,1,,
370,508456,1,,
370,633500,1,,
370,770089,1,,
370,901621,1,,
380,2006,1,,
380,5590,1,,
380,6964,1,,
380,29372,1,,
380,75130,1,,
380,135112,1,,
380,165992,1,,
380,361476,1,,
380,1428150,1,,
448,183,1,,
448,183,1,,
448,572,1,,
448,634,1,,
448,766,1,,
448,770,1,,
448,864,1,,
448,1416,1,,
448,4452,1,,
448,4605,1,,
448,5219,1,,
448,6009,1,,
448,6151,1,,
448,6806,1,,
448,9316,1,,
448,10511,1,,
448,10692,1,,
448,11884,1,,
448,11902,1,,
448,11902,1,,
448,13228,1,,
448,13911,1,,
448,17988,1,,
448,20002,1,,
448,26661,1,,
448,27954,1,,
448,28497,1,,
448,30141,1,,
448,31402,1,,
448,34063,1,,
448,35881,1,,
448,38564,1,,
448,39312,1,,
448,45584,1,,
448,47034,1,,
448,56050,1,,
448,59060,1,,
448,59688,1,,
448,59750,1,,
448,83719,1,,
448,85778,1,,
448,101936,1,,
448,105448,1,,
448,106067,1,,
448,109768,1,,
448,112249,1,,
448,116479,1,,
448,117810,1,,
448,120945,1,,
448,124200,1,,
448,150289,1,,
448,151222,1,,
448,155407,1,,
448,158949,1,,
448,168654,1,,
448,176759,1,,
448,194456,1,,
448,211179,1,,
448,213184,1,,
448,317395,1,,
448,319711,1,,
448,376910,1,,
448,393075,1,,
448,423403,1,,
448,486430,1,,
448,519856,1,,
448,532390,1,,
448,806932,1,,
448,1372776,1,,
448,1855489,1,,
448,1928441,1,,
448,2416606,1,,
448,2603031,1,,
448,2908962,1,,
448,3126149,1,,
448,3173512,1,,
448,3525400,1,,
448,3556469,1,,
448,3647500,1,,
448,3666280,1,,
448,3689953,1,,
448,4009201,1,,
448,4079273,1,,
448,4291432,1,,
448,4311156,1,,
448,4355247,1,,
448,4463399,1,,
448,4735719,1,,
448,5222008,1,,
448,5283768,1,,
448,5443854,1,,
448,5604899,1,,
461,519,1,,
461,1775,1,,
461,1996,1,,
461,3095,1,,
461,3826,1,,
461,4452,1,,
461,5878,1,,
461,6360,1,,
461,6963,1,,
461,7580,1,,
461,8329,1,,
461,8343,1,,
461,9151,1,,
461,11254,1,,
461,11446,1,,
461,11819,1,,
461,17056,1,,
461,17270,1,,
461,17988,1,,
461,18535,1,,
461,20957,1,,
461,21127,1,,
461,26375,1,,
461,28743,1,,
461,31909,1,,
461,32223,1,,
461,34797,1,,
461,36172,1,,
461,38053,1,,
461,39902,1,,
461,44478,1,,
461,54695,1,,
461,68300,1,,
461,77960,1,,
461,80754,1,,
461,200561,1,,
461,277759,1,,
461,388138,1,,
461,449313,1,,
461,521810,1,,
461,557478,1,,
461,583018,1,,
461,749312,1,,
461,1391948,1,,
461,1434648,1,,
461,2259313,1,,
461,2750334,1,,
461,3242592,1,,
487,183,1,,
487,634,1,,
487,862,1,,
487,1207,1,,
487,1207,1,,
487,1207,1,,
487,1207,1,,
487,1930,1,,
487,1930,1,,
487,1930,1,,
487,1930,1,,
487,1930,1,,
487,1930,1,,
487,1930,1,,
487,1930,1,,
487,1930,1,,
487,1930,1,,
487,2122,1,,
487,2497,1,,
487,3826,1,,
487,4516,1,,
487,4516,1,,
487,5312,1,,
487,5590,1,,
487,5599,1,,
487,6151,1,,
487,6743,1,,
487,6864,1,,
487,8642,1,,
487,9419,1,,
487,9419,1,,
487,9861,1,,
487,10931,1,,
487,11005,1,,
487,11077,1,,
487,11450,1,,
487,13825,1,,
487,14968,1,,
487,16002,1,,
487,18085,1,,
487,18085,1,,
487,18272,1,,
487,18750,1,,
487,18750,1,,
487,20344,1,,
487,20364,1,,
487,22135,1,,
487,22762,1,,
487,22762,1,,
487,23795,1,,
487,25365,1,,
487,26667,1,,
487,26667,1,,
487,26803,1,,
487,27740,1,,
487,28247,1,,
487,28769,1,,
487,29399,1,,
487,29523,1,,
487,29822,1,,
487,30329,1,,
487,31628,1,,
487,31689,1,,
487,33509,1,,
487,34358,1,,
487,35170,1,,
487,35187,1,,
487,39580,1,,
487,42617,1,,
487,46310,1,,
487,46869,1,,
487,47408,1,,
487,47627,1,,
487,49421,1,,
487,52985,1,,
487,54543,1,,
487,57238,1,,
487,58158,1,,
487,66868,1,,
487,72775,1,,
487,74507,1,,
487,74507,1,,
487,75598,1,,
487,80620,1,,
487,85778,1,,
487,86086,1,,
487,86146,1,,
487,86146,1,,
487,86146,1,,
487,95079,1,,
487,98426,1,,
487,98426,1,,
487,113274,1,,
487,113274,1,,
487,115126,1,,
487,118324,1,,
487,118972,1,,
487,118972,1,,
487,118972,1,,
487,118972,1,,
487,118972,1,,
487,120081,1,,
487,120081,1,,
487,120197,1,,
487,120197,1,,
487,122244,1,,
487,126315,1,,
487,142019,1,,
487,146263,1,,
487,148402,1,,
487,148959,1,,
487,158818,1,,
487,161512,1,,
487,163411,1,,
487,170116,1,,
487,170116,1,,
487,170116,1,,
487,170116,1,,
487,173796,1,,
487,177268,1,,
487,177326,1,,
487,179381,1,,
487,184903,1,,
487,192014,1,,
487,193913,1,,
487,197623,1,,
487,216911,1,,
487,216911,1,,
487,218033,1,,
487,218489,1,,
487,235737,1,,
487,256798,1,,
487,267267,1,,
487,269875,1,,
487,272468,1,,
487,279627,1,,
487,297485,1,,
487,300141,1,,
487,317744,1,,
487,317744,1,,
487,363360,1,,
487,383003,1,,
487,387470,1,,
487,388741,1,,
487,401153,1,,
487,401153,1,,
487,412957,1,,
487,449378,1,,
487,459717,1,,
487,476129,1,,
487,476129,1,,
487,476129,1,,
487,476129,1,,
487,476129,1,,
487,499149,1,,
487,523050,1,,
487,532311,1,,
487,532719,1,,
487,569632,1,,
487,577393,1,,
487,579093,1,,
487,579257,1,,
487,592947,1,,
487,658942,1,,
487,663065,1,,
487,666271,1,,
487,675660,1,,
487,708775,1,,
487,734787,1,,
487,734787,1,,
487,734787,1,,
487,754236,1,,
487,775605,1,,
487,812914,1,,
487,812914,1,,
487,812914,1,,
487,819249,1,,
487,827810,1,,
487,836045,1,,
487,849026,1,,
487,886979,1,,
487,928515,1,,
487,932227,1,,
487,966892,1,,
487,1093578,1,,
487,1248109,1,,
487,1248109,1,,
487,1371066,1,,
487,1409520,1,,
487,1442022,1,,
487,1442022,1,,
487,1442022,1,,
487,1447037,1,,
487,1496964,1,,
487,1580370,1,,
487,1602368,1,,
487,1620651,1,,
487,1620651,1,,
487,1665383,1,,
487,1741401,1,,
487,1807472,1,,
487,1887952,1,,
487,1952655,1,,
487,1987740,1,,
487,2216479,1,,
487,2240285,1,,
487,2243246,1,,
487,2248263,1,,
487,2375649,1,,
487,2375653,1,,
487,2464917,1,,
487,2630236,1,,
487,2983118,1,,
487,3059500,1,,
487,3621667,1,,
487,3814958,1,,
487,4594805,1,,
487,4594805,1,,
487,4594805,1,,
511,519,1,,
511,1060,1,,
511,1850,1,,
511,4735,1,,
511,6293,1,,
511,6500,1,,
511,9419,1,,
511,9422,1,,
511,9658,1,,
511,10010,1,,
511,10345,1,,
511,10550,1,,
511,13162,1,,
511,14877,1,,
511,17126,1,,
511,20201,1,,
511,24865,1,,
511,25153,1,,
511,25829,1,,
511,38848,1,,
511,39335,1,,
511,44595,1,,
511,53279,1,,
511,54173,1,,
511,54689,1,,
511,61859,1,,
511,63327,1,,
511,64068,1,,
511,107843,1,,
511,118534,1,,
511,145440,1,,
511,166791,1,,
511,189590,1,,
511,203872,1,,
511,206704,1,,
511,228087,1,,
511,294756,1,,
511,295675,1,,
511,297683,1,,
511,302041,1,,
511,384818,1,,
511,395524,1,,
511,414801,1,,
511,445581,1,,
511,452717,1,,
511,476484,1,,
511,507670,1,,
511,592471,1,,
511,657948,1,,
511,660565,1,,
511,678698,1,,
511,822069,1,,
511,828941,1,,
511,831510,1,,
511,871209,1,,
511,878095,1,,
511,890338,1,,
511,954123,1,,
511,964776,1,,
511,1356461,1,,
511,1364198,1,,
511,1418725,1,,
511,1551924,1,,
511,1564313,1,,
511,1566151,1,,
511,1581843,1,,
511,1597489,1,,
511,1877988,1,,
511,1893495,1,,
511,1905267,1,,
511,1911062,1,,
511,1911095,1,,
511,1911608,1,,
511,1926717,1,,
511,2173587,1,,
511,2203681,1,,
511,2224672,1,,
511,2249781,1,,
511,2256281,1,,
511,2309442,1,,
511,2363619,1,,
511,2444120,1,,
511,2560238,1,,
511,2604965,1,,
511,2938843,1,,
511,2960616,1,,
511,3012729,1,,
511,3100904,1,,
511,3459222,1,,
511,3469675,1,,
511,3471099,1,,
511,3476319,1,,
511,3621905,1,,
511,3623132,1,,
511,3718206,1,,
511,3738839,1,,
511,3949894,1,,
511,4072193,1,,
511,4102482,1,,
511,4206678,1,,
511,4268672,1,,
511,4341619,1,,
511,4429968,1,,
511,4590327,1,,
511,4648875,1,,
511,4884709,1,,
511,4914329,1,,
511,4974757,1,,
511,5085972,1,,
511,5411876,1,,
511,5447500,1,,
541,284,1,,
541,331,1,,
541,770,1,,
541,2045,1,,
541,3045,1,,
541,3174,1,,
541,8390,1,,
541,9135,1,,
541,11338,1,,
541,21578,1,,
541,37316,1,,
541,52934,1,,
541,61541,1,,
541,77818,1,,
541,98242,1,,
541,135412,1,,
541,775496,1,,
620,236,1,,
620,3852,1,,
620,11690,1,,
620,12650,1,,
620,23283,1,,
620,24459,1,,
620,26454,1,,
620,42874,1,,
620,48547,1,,
620,101501,1,,
620,158288,1,,
620,165070,1,,
620,219018,1,,
620,303071,1,,
620,363841,1,,
620,676335,1,,
620,709448,1,,
620,1274404,1,,
620,1350583,1,,
620,1387002,1,,
620,1395632,1,,
620,4657033,1,,
666,2344,1,,
666,172797,1,,
698,129,1,,
698,183,1,,
698,331,1,,
698,634,1,,
698,1856,1,,
698,2558,1,,
698,3065,1,,
698,4221,1,,
698,4251,1,,
698,5385,1,,
698,5603,1,,
698,6107,1,,
698,6277,1,,
698,6806,1,,
698,8207,1,,
698,9814,1,,
698,11975,1,,
698,12220,1,,
698,12482,1,,
698,13661,1,,
698,13981,1,,
698,14441,1,,
698,14447,1,,
698,14917,1,,
698,16933,1,,
698,17362,1,,
698,18104,1,,
698,20344,1,,
698,21416,1,,
698,22761,1,,
698,24444,1,,
698,25057,1,,
698,25681,1,,
698,26666,1,,
698,27319,1,,
698,28769,1,,
698,29683,1,,
698,30141,1,,
698,33312,1,,
698,33509,1,,
698,39132,1,,
698,39312,1,,
698,39611,1,,
698,39902,1,,
698,40078,1,,
698,40362,1,,
698,44168,1,,
698,44392,1,,
698,47543,1,,
698,49206,1,,
698,49575,1,,
698,51343,1,,
698,54884,1,,
698,56659,1,,
698,56882,1,,
698,59159,1,,
698,62448,1,,
698,69579,1,,
698,78242,1,,
698,80421,1,,
698,83375,1,,
698,83569,1,,
698,85607,1,,
698,85778,1,,
698,86086,1,,
698,88350,1,,
698,93349,1,,
698,93932,1,,
698,97757,1,,
698,103011,1,,
698,104027,1,,
698,106583,1,,
698,106846,1,,
698,115547,1,,
698,118551,1,,
698,119718,1,,
698,126098,1,,
698,136411,1,,
698,146041,1,,
698,154868,1,,
698,156509,1,,
698,161622,1,,
698,166384,1,,
698,166497,1,,
698,169094,1,,
698,171021,1,,
698,177490,1,,
698,179962,1,,
698,189450,1,,
698,192248,1,,
698,195771,1,,
698,203151,1,,
698,212014,1,,
698,214951,1,,
698,229781,1,,
698,232243,1,,
698,252598,1,,
698,253712,1,,
698,274848,1,,
698,283973,1,,
698,288480,1,,
698,292098,1,,
698,313693,1,,
698,372712,1,,
698,382086,1,,
698,409689,1,,
698,411493,1,,
698,417229,1,,
698,507350,1,,
698,658382,1,,
698,739410,1,,
698,877992,1,,
698,879196,1,,
698,978775,1,,
698,1243432,1,,
698,1421183,1,,
698,1438623,1,,
698,1885023,1,,
698,2250285,1,,
698,2251619,1,,
698,2747892,1,,
698,2964469,1,,
698,3360706,1,,
698,4187790,1,,
698,4438512,1,,
698,4590380,1,,
698,4627327,1,,
708,1691,1,,
708,1691,1,,
708,1691,1,,
708,1691,1,,
708,1691,1,,
708,1691,1,,
708,1691,1,,
708,1691,1,,
708,2840,1,,
708,3457,1,,
708,3669,1,,
708,5889,1,,
708,7597,1,,
708,8540,1,,
708,9046,1,,
708,9046,1,,
708,10854,1,,
708,14342,1,,
708,14436,1,,
708,14877,1,,
708,17226,1,,
708,20512,1,,
708,28994,1,,
708,30532,1,,
708,30771,1,,
708,34014,1,,
708,37316,1,,
708,40486,1,,
708,47698,1,,
708,54375,1,,
708,73758,1,,
708,76593,1,,
708,79238,1,,
708,79791,1,,
708,82715,1,,
708,87410,1,,
708,91187,1,,
708,91407,1,,
708,125607,1,,
708,130268,1,,
708,135398,1,,
708,135407,1,,
708,138307,1,,
708,154854,1,,
708,154854,1,,
708,154888,1,,
708,154888,1,,
708,154904,1,,
708,154904,1,,
708,160304,1,,
708,160929,1,,
708,166721,1,,
708,166721,1,,
708,167589,1,,
708,176165,1,,
708,226926,1,,
708,278110,1,,
708,280007,1,,
708,280867,1,,
708,281341,1,,
708,312735,1,,
708,318688,1,,
708,340414,1,,
708,393540,1,,
708,576431,1,,
708,626419,1,,
708,700153,1,,
708,700153,1,,
708,750456,1,,
708,796309,1,,
708,887799,1,,
708,963812,1,,
708,964016,1,,
708,974737,1,,
708,974737,1,,
708,1064478,1,,
708,2448888,1,,
708,3168596,1,,
708,3452031,1,,
708,4161774,1,,
708,4946091,1,,
717,2006,1,,
717,3734,1,,
717,4216,1,,
717,6119,1,,
717,8029,1,,
717,10912,1,,
717,14877,1,,
717,19377,1,,
717,19431,1,,
717,26454,1,,
717,31292,1,,
717,33040,1,,
717,37390,1,,
717,38346,1,,
717,43238,1,,
717,43811,1,,
717,60138,1,,
717,62282,1,,
717,66131,1,,
717,111324,1,,
717,122125,1,,
717,123027,1,,
717,138616,1,,
717,158306,1,,
717,159831,1,,
717,169191,1,,
717,192747,1,,
717,223006,1,,
717,241523,1,,
717,247431,1,,
717,266221,1,,
717,297304,1,,
717,343870,1,,
717,359514,1,,
717,381698,1,,
717,432149,1,,
717,462702,1,,
717,553350,1,,
717,661355,1,,
717,774825,1,,
717,865712,1,,
717,1011135,1,,
717,1014279,1,,
717,1108271,1,,
717,1298745,1,,
717,1490117,1,,
717,1620125,1,,
717,1760073,1,,
717,1949651,1,,
717,1968927,1,,
717,2179719,1,,
717,2238273,1,,
717,2252965,1,,
717,3764595,1,,
765,54269,1,,
765,2247474,1,,
775,770,1,,
775,770,1,,
775,914,1,,
775,1274,1,,
775,5219,1,,
775,5219,1,,
775,5219,1,,
775,5219,1,,
775,5219,1,,
775,6013,1,,
775,6013,1,,
775,6013,1,,
775,6093,1,,
775,6093,1,,
775,6627,1,,
775,11879,1,,
775,20251,1,,
775,27170,1,,
775,31723,1,,
775,31723,1,,
775,35120,1,,
775,36129,1,,
775,41777,1,,
775,47034,1,,
775,54874,1,,
775,54874,1,,
775,55639,1,,
775,56982,1,,
775,57909,1,,
775,77294,1,,
775,80054,1,,
775,116167,1,,
775,123684,1,,
775,163626,1,,
775,169311,1,,
775,209766,1,,
775,234571,1,,
775,296489,1,,
775,328967,1,,
775,328967,1,,
775,395517,1,,
775,402969,1,,
775,479616,1,,
775,518718,1,,
775,622517,1,,
775,688094,1,,
775,808584,1,,
775,831093,1,,
775,831093,1,,
775,1011899,1,,
775,1421183,1,,
775,2914484,1,,
775,4333076,1,,
802,1552,1,,
802,3669,1,,
802,4454,1,,
802,6500,1,,
802,6899,1,,
802,8462,1,,
802,9839,1,,
802,13063,1,,
802,13294,1,,
802,16631,1,,
802,17317,1,,
802,18357,1,,
802,23283,1,,
802,28315,1,,
802,36900,1,,
802,40863,1,,
802,41252,1,,
802,44860,1,,
802,48451,1,,
802,54208,1,,
802,55555,1,,
802,65473,1,,
802,90159,1,,
802,97040,1,,
802,127446,1,,
802,139042,1,,
802,146354,1,,
802,158949,1,,
802,216978,1,,
802,219018,1,,
802,243707,1,,
802,244992,1,,
802,278858,1,,
802,316178,1,,
802,363379,1,,
802,492110,1,,
802,504555,1,,
802,519912,1,,
802,524267,1,,
802,532001,1,,
802,554172,1,,
802,564524,1,,
802,623837,1,,
802,633602,1,,
802,716487,1,,
802,938274,1,,
802,1004902,1,,
802,1004902,1,,
802,1015055,1,,
802,1219644,1,,
802,1349912,1,,
802,1376971,1,,
802,1496642,1,,
802,1617707,1,,
802,1833133,1,,
802,1969366,1,,
802,2221115,1,,
802,3108686,1,,
802,3213466,1,,
802,3453624,1,,
802,3877153,1,,
802,3885268,1,,
802,3970867,1,,
802,4231550,1,,
802,4255242,1,,
874,1088,1,,
874,53614,1,,
892,90,1,,
892,1881,1,,
892,11597,1,,
892,16215,1,,
892,53614,1,,
892,55216,1,,
892,121419,1,,
892,131188,1,,
892,160244,1,,
892,465831,1,,
892,856547,1,,
892,858270,1,,
897,1088,1,,
897,6009,1,,
897,8429,1,,
897,21992,1,,
897,28435,1,,
897,29317,1,,
897,30530,1,,
897,40863,1,,
897,42964,1,,
897,44617,1,,
897,167858,1,,
897,186755,1,,
897,841076,1,,
897,864065,1,,
897,1077747,1,,
897,1353426,1,,
897,1531486,1,,
897,2211019,1,,
897,3700414,1,,
897,4095169,1,,
946,800,1,,
946,1620,1,,
946,3734,1,,
946,4273,1,,
946,5312,1,,
946,5385,1,,
946,6806,1,,
946,8207,1,,
